year,id,name,surface,held
2014,D029,Fed Cup G1 RR: CRO vs LUX                                                                           ,Hard,2014-02-05
2018,W-FC-2018-G1-EPA-PPO-GBR-HUN-01,Fed Cup G1 PPO: GBR vs HUN                                                                          ,Hard,2018-02-10
2016,W-FC-2016-WG-M-GER-SUI-01,Fed Cup WG R1: GER vs SUI                                                                           ,Hard,2016-02-06
2017,W-FC-2017-G2-AO-D-M-INA-KGZ-01,Fed Cup G2 RR: INA vs KGZ                                                                           ,Hard,2017-07-20
2018,1051,Stuttgart                                                                                           ,Clay,2018-04-23
2017,W-FC-2017-G1-AM-PP3-4-PAR-ARG-01,Fed Cup G1 PM: PAR vs ARG                                                                           ,Hard,2017-02-11
2016,1049,Auckland                                                                                            ,Hard,2016-01-04
2011,D101,Fed Cup G3 RRA: LTU vs MNE                                                                          ,Clay,2011-05-04
2014,W-INT-SWE-01A-2014,Bastad                                                                                              ,Clay,2014-07-14
2011,W-CHA-INA-01A-2011,Tournament of Champions                                                                             ,Hard,2011-10-31
2013,D112,Fed Cup G2 RRB: MNE vs RSA                                                                          ,Clay,2013-04-18
2018,1023,Guangzhou                                                                                           ,Hard,2018-09-17
2011,W-INT-USA-03A-2011,Dallas                                                                                              ,Hard,2011-08-22
2017,W-FC-2017-G2-EPA-B-M-EGY-LUX-01,Fed Cup G2 RR: EGY vs LUX                                                                           ,Hard,2017-04-21
2012,D164,Fed Cup G3 PO: EGY vs ARM                                                                           ,Clay,2012-04-21
2015,D040,Fed Cup G3 PO: ISL vs NAM                                                                           ,Clay,2015-04-17
2018,W-FC-2018-WG2-M-RUS-SVK-01,Fed Cup WG2 R1: RUS vs SVK                                                                          ,Hard,2018-02-10
2019,W-FC-2019-WG2-PO-JPN-NED-01,Fed Cup WG2 R1: JPN vs NED                                                                          ,Hard,2019-04-20
2019,W-FC-2019-G1-EPA-B-A-M-HUN-SLO-01,Fed Cup G1 RR: HUN vs SLO                                                                           ,Hard,2019-02-07
2014,D045,Fed Cup G1 RR: BLR vs TUR                                                                           ,Hard,2014-02-04
2017,W-FC-2017-WG2-M-UKR-AUS-01,Fed Cup WG2 R1: UKR vs AUS                                                                          ,Hard,2017-02-11
2016,W-FC-2016-G2-AO-B-M-INA-SRI-01,Fed Cup G2 RR: INA vs SRI                                                                           ,Hard,2016-04-11
2010,D146,Fed Cup G2 RRB: GEO vs NOR                                                                          ,Clay,2010-04-30
2017,1041,Kuala Lumpur                                                                                        ,Hard,2017-02-27
2014,D122,Fed Cup G2 RR: TRI vs CRC                                                                           ,Hard,2014-04-11
2013,D094,Fed Cup G1 PO: IND vs KOR                                                                           ,Hard,2013-02-09
2010,D119,Fed Cup G3 RRB: MAR vs IRL                                                                          ,Clay,2010-04-22
2017,W-FC-2017-G2-AO-PP9-12-TKM-TJK-01,Fed Cup G2 PM: TKM vs TJK                                                                           ,Hard,2017-07-21
2012,D035,Fed Cup G1 RRD: POL vs ROU                                                                          ,Hard,2012-02-03
2016,M052,Rio de Janeiro                                                                                      ,Clay,2016-02-15
2010,D126,Fed Cup G2 PO: PER vs BAH                                                                           ,Clay,2010-04-24
2013,W-CHA-BUL-01A-2013,Tournament of Champions                                                                             ,Hard,2013-10-28
2011,W-PR-USA-04A-2011,Cincinnati                                                                                          ,Hard,2011-08-15
2011,D049,Fed Cup G1 RRB: JPN vs KOR                                                                          ,Hard,2011-01-31
2010,D002,Fed Cup WG R1: CZE vs GER                                                                           ,Hard,2010-02-06
2014,W-INT-CHN-02A-2014,Guangzhou                                                                                           ,Hard,2014-09-15
2012,D103,Fed Cup G1 PO: PER vs BOL                                                                           ,Clay,2012-02-04
2011,D107,Fed Cup G3 RRB: EGY vs MDA                                                                          ,Clay,2011-05-05
2014,W-INT-AUT-01A-2014,Bad Gastein                                                                                         ,Clay,2014-07-07
2019,W-FC-2019-G1-EPA-B-REL-SLO-GEO-01,Fed Cup G1 REL: SLO vs GEO                                                                          ,Hard,2019-02-09
2014,W-INT-POR-01A-2014,Oeiras                                                                                              ,Clay,2014-04-28
